ranking	entry_name	numSpectra1	totalIntensity01	numSpectr02	totalIntensity02	numColumnsProteinObserved	numSpectraProteinObserved	protein_mw	species	numSpeciesPresentR1	numPepsUniqueSharedSpecies	numSpectraSharedSpecies	totalIntensitySharedSpecies	numPepsUniqueSpecies1	numSpectraSpecies1	totalIntensitySpecies1	numPepsUniqueSpecies2	accession_number	accession_numbers	coverage_map	coverage_maps	percentCoverage	percentCoverages	numPepsUnique	scoreUnique	scoresUnique	groupNum	subgroupNum
286	Cartilage oligomeric matrix protein	3	2.10E+08	3	1.34E+08	2	6	85483.6	HUMAN	1	1	4	3.21E+08	2	2	2.24E+07	0	P49747	P49747|G3XAP6|P49747-2|Q9R0G6	0+150+22+479+14+18+13+61	0+150+22+479+14+18+13+61|0+117+22+479+14+18+13+61|0+598+14+18+13+61|0+681+13+61	6.4	6.4|6.7|3.8|1.7	3	26.44	26.44|26.44|17.08|11.65	260	260.1
287	Complement C1q subcomponent subunit A	0	0.00E+00	2	2.19E+07	1	2	26301.4	HUMAN	1			0.00E+00	2	2	2.19E+07	0	P02745	P02745	0+195+50	0+195+50	20.4	20.4	2	21.93	21.93	285	285.1
288	Delta and Notch-like epidermal growth factor-related receptor	0	0.00E+00	3	6.66E+07	1	3	82181.9	HUMAN	1	2	2	5.20E+07	1	1	1.47E+07	0	Q8NFT8	Q8NFT8|Q8JZM4	0+241+15+41+6+89+10+335	0+241+15+41+6+89+10+335|0+241+15+41+6+434	4.2	4.2|2.8	3	26.68	26.68|17.86	259	259.1
289	Coagulation factor X	1	9.02E+07	4	1.41E+08	2	5	56100	HUMAN	1	2	3	2.17E+08	2	2	1.45E+07	0	P00742	P00742|Q3U3V1|O88947	0+316+11+2+17+11+9+122	0+316+11+2+17+11+9+122|0+338+6+22+9+118|0+326+6+22+9+118	7.5	7.5|3|3.1	4	27.85	27.85|14.93|14.93	251	251.1
290	Thrombospondin-4	3	2.07E+08	3	1.43E+08	2	6	108549	HUMAN	1	2	5	3.36E+08	1	1	1.36E+07	0	P35443	P35443|E7ES19|Q9Z1T2	0+158+15+4+10+695+13+66	0+158+15+4+10+695+13+66|0+67+15+4+10+695+13+66|0+179+10+695+13+66	3.9	3.9|4.3|2.3	3	23.95	23.95|23.95|16.71	260	260.2
291	Ig kappa chain V-IV region Len	2	7.32E+07	2	6.53E+07	2	4	12753.9	HUMAN	1	1	2	1.25E+08	1	2	1.35E+07	0	P01625	P01625|P06314|P06313|A0A075B5N4	1+18+33+9+54	1+18+33+9+54|0+71+9+54|0+71+9+53|0+51+9+40	22.8	22.8|6.7|6.7|9	2	23.19	23.19|10.85|10.85|10.85	277	277.1
292	Isoform 3 of L-lactate dehydrogenase A chain	5	5.79E+08	3	5.83E+08	2	8	40121.8	HUMAN	1	3	6	1.15E+09	2	2	8.96E+06	0	P00338-3	P00338-3|P00338|P00338-2|P00338-5|G5E8N5|P06151|D3Z736|P00338-4|P00342|F5H6W8|F5H5J4|F5GXU1|F5GXC7|F5GWW2|F5H8H6	0+34+9+76+9+7+6+45+12+43+16+104	0+34+9+76+9+7+6+45+12+43+16+104|0+5+9+76+9+7+6+45+12+43+16+104|0+5+9+76+9+7+6+45+12+43+16+46|0+5+9+76+9+7+6+45+12+43+16+13|0+119+9+7+6+45+12+163|0+90+9+7+6+45+12+163|0+90+9+7+6+45+12+68|0+5+9+85+12+43+16+104|0+90+9+58+12+163|0+5+9+80|0+5+9+75|0+5+9+32|0+5+9+31|0+5+9+31|0+5+9+28	14.4	14.4|15.6|18.9|21.5|7.4|8.1|11.3|13.5|6.3|9.5|10.1|19.5|20|20|21.4	5	42.82	42.82|42.82|42.82|42.82|29.71|29.71|29.71|27.67|23.97|7.36|7.36|7.36|7.36|7.36|7.36	115	115.2
293	Plexin domain-containing protein 2	3	2.67E+08	2	1.91E+08	2	5	60152.6	HUMAN	1	3	4	4.55E+08	1	1	2.15E+06	0	Q6UX71	Q6UX71|Q6UX71-2|Q9DC11|B1AY85|B1AY86	0+158+15+81+35+240	0+158+15+81+35+240|0+109+15+81+35+240|0+254+35+241|0+254+35+239|0+205+35+239	9.4	9.4|10.4|6.6|6.6|7.3	4	27.62	27.62|27.62|17.11|17.11|17.11	253	253.1
294	Isoform 3 of Cell adhesion molecule 1	3	2.73E+08	5	8.51E+08	2	8	51988.7	HUMAN	1	4	7	1.12E+09	1	1	1.51E+06	0	Q9BY67-3	Q9BY67-3|Q9BY67-4|Q9BY67|Q9BY67-5|Q9BY67-2|E9PYN1|Q8R5M8|Q8R5M8-2|Q8R5M8-3|Q8R5M8-4|E0CY16|Q8R5M8-5|Q8R5M8-6|Q8R5M8-7	0+68+25+165+24+30+9+150	0+68+25+165+24+30+9+150|0+68+25+165+24+30+9+132|0+68+25+165+24+30+9+121|0+68+25+165+24+30+9+93|0+68+25+165+24+30+9+12|0+71+25+219+9+150|0+71+25+219+9+132|0+71+25+219+9+121|0+71+25+219+9+104|0+71+25+219+9+93|0+71+25+219+9+66|0+71+25+219+9+12|0+165+9+121|0+165+9+115	12.3	12.3|12.8|13.1|14|17.4|7.1|7.4|7.6|7.9|8.1|8.7|10.1|3|3.1	5	38.47	38.47|38.47|38.47|38.47|38.47|28.7|28.7|28.7|28.7|28.7|28.7|28.7|8.92|8.92	209	209.1
295	"Actin, alpha skeletal muscle"	11	4.81E+09	20	8.32E+09	2	31	42392.6	HUMAN	2	17	31	1.31E+10			0.00E+00		P68133	P68133|P68134|P68032|P68033|P62736|P62737|Q5T8M7|P63267|P63268|A6NL76|Q5T8M8|P63267-2|Q8BFZ3|B8ZZJ2|F8WB63|Q562R1|F8WCH0|V9GXQ2	0+20+95+34+44+5+10+32+16+37+21+3+11+2+7+24+13+3	0+20+95+34+44+5+10+32+16+37+21+3+11+2+7+24+13+3|0+20+95+34+44+5+10+32+16+37+21+3+11+2+7+24+13+3|0+20+95+34+44+5+10+32+16+61+11+2+7+24+13+3|0+20+95+34+44+5+10+32+16+61+11+2+7+24+13+3|0+20+66+11+18+34+44+5+10+32+16+61+11+2+7+24+13+3|0+20+66+11+18+34+44+5+10+32+16+61+11+2+7+24+13+3|0+20+50+44+44+5+10+32+16+37+21+3+11+2+7+24+13+3|0+19+66+11+18+34+44+5+10+32+16+61+11+2+7+40|0+19+66+11+18+34+44+5+10+32+16+61+11+2+7+40|0+20+95+37+16+37+21+3+11+2+7+24+13+3|0+20+95+35+16+37+21+3+11+2+7+24+13+3|0+19+21+13+18+34+44+5+10+32+16+61+11+2+7+40|0+40+11+11+7+109+14+47+16+74+7+40|0+19+50+50|0+19+50+36|0+40+11+127+14+47+16+74+7+40|0+19+21+12|0+26+11+119	57.5	57.5|57.5|51.9|51.9|49|49|50.2|45.7|45.7|56.4|56.7|38.1|14.6|42|47.6|12.7|40.3|7	17	168.27	168.27|168.27|155.89|155.89|145.61|145.61|138.7|133.4|133.4|131.96|131.96|105.83|52.77|46.45|46.45|45.61|25|7.56	63	63.1
296	"Actin, cytoplasmic 2"	12	5.42E+09	17	7.78E+09	2	29	42134.4	HUMAN	2	15	29	1.32E+10			0.00E+00		P63261	P63261|P60709|P63260|P60710|E9Q1F2|A5A3E0|Q6S8J3|J3KT65|G5E9R0|G3UYG0|B1ATY1|P0CG38|P0CG39|Q9BYX7	0+18+50+16+29+64+14+5+10+32+16+37+21+3+11+2+7+24+13+3	0+18+50+16+29+64+14+5+10+32+16+37+21+3+11+2+7+24+13+3|0+18+50+16+29+64+14+5+10+32+16+37+21+3+11+2+7+24+13+3|0+18+50+16+29+64+14+5+10+32+16+37+21+3+11+2+7+24+13+3|0+18+50+16+29+64+14+5+10+32+16+37+21+3+11+2+7+24+13+3|0+18+21+58+14+5+10+32+16+37+21+3+11+2+7+24+13+3|0+718+21+22+7+16+11+82+6+55+16+105+13+3|0+718+21+22+7+16+11+82+6+55+16+105+13+3|0+18+50+16+29+85|0+18+50+16+29+12|0+18+50+16+29+19|0+18+21+30+21+3+11+2+7+24+13+3|0+718+21+22+7+16+11+82+6+176+13+3|0+681+10+33+7+16+11+82+6+176+13+3|0+84+11+82+6+55+16+105+13+3	45.6	45.6|45.6|45.6|45.6|38.3|6.8|6.8|39.8|63.2|59.8|47.7|5.3|4.5|12.2	15	154.82	154.82|154.82|154.82|154.82|109.79|81.06|81.06|70.03|70.03|70.03|67.11|64.54|51.33|48.9	63	63.2
297	Ephrin type-A receptor 4	4	6.83E+08	10	1.34E+09	2	14	111512.6	HUMAN	2	9	14	2.02E+09			0.00E+00		P54764	P54764|E9PG71|Q03137|Q03137-2|P54764-2	0+24+13+48+6+5+6+17+16+30+6+32+41+257+13+472	0+24+13+48+6+5+6+17+16+30+6+32+41+257+13+472|0+24+13+48+6+5+6+17+16+30+6+32+41+257+13+435|0+24+13+48+6+5+6+17+16+30+6+32+41+257+13+472|0+24+13+48+6+5+6+17+16+30+6+32+41+257+13+422|0+34+6+5+6+17+16+30+6+32+41+257+13+472	10.2	10.2|10.6|10.2|10.7|9.4	9	91.09	91.09|91.09|91.09|91.09|83.64	124	124.1
298	Isoform 4 of Neurotrimin	5	1.52E+09	6	2.91E+09	2	11	39796.8	HUMAN	2	6	11	4.44E+09			0.00E+00		Q9P121-4	Q9P121-4|B7Z1Z5|B7Z1I4|Q9P121|Q9P121-2|Q9P121-3|Q99PJ0|Q8BG33|D3Z396	0+32+8+8+8+71+10+79+22+32+9+76	0+32+8+8+8+71+10+79+22+32+9+76|0+32+8+8+8+71+10+79+22+32+9+76|0+23+8+8+8+71+10+79+22+32+9+76|0+32+8+8+8+71+10+79+22+32+9+65|0+32+8+8+8+71+10+79+22+32+9+65|0+32+8+8+8+71+10+79+22+32+9+37|0+32+8+8+8+71+10+79+22+32+9+65|0+32+8+8+8+71+10+79+22+32+9+65|0+32+8+8+8+71+10+79+22+32+9+37	16	16|16|16.4|16.5|16.5|18|16.5|16.5|18	6	61.5	61.5|61.5|61.5|61.5|61.5|61.5|61.5|61.5|61.5	158	158.1
299	SLIT and NTRK-like protein 1	4	2.02E+08	6	6.38E+08	2	10	78817.5	HUMAN	2	6	10	8.40E+08			0.00E+00		Q96PX8	Q96PX8|Q810C1	0+44+28+71+12+69+8+6+8+300+11+139	0+44+28+71+12+69+8+6+8+300+11+139|0+44+28+71+12+69+8+6+8+300+11+139	9.6	9.6|9.6	6	56.13	56.13|56.13	170	170.1
300	Isoform 2 of Alpha-actinin-2	2	2.39E+07	6	3.77E+08	2	8	104488.6	HUMAN	2	6	8	4.01E+08			0.00E+00		P35609-2	P35609-2|P35609|Q9JI91|B7Z4P8|P12814-4|P12814-3|P12814|P12814-2|Q08043|Q7TPR4|O88990|A1BN54|D3YY95|O43707|H9KV75|O43707-2|F5GXS2|O43707-3|P57780	0+54+13+342+11+291+10+12+12+75+31+43	0+54+13+342+11+291+10+12+12+75+31+43|0+54+13+342+11+291+10+12+12+75+31+43|0+54+13+342+11+291+10+12+12+75+31+43|0+205+10+12+12+75+31+43|0+47+13+644+10+216|0+47+13+644+10+200|0+47+13+644+10+178|0+47+13+644+10+173|0+61+13+827|0+47+13+832|0+60+13+827|0+47+13+827|0+54+13+92|0+723+10+178|0+639+10+173|0+504+10+178|0+333+10+178|0+333+10+178|0+724+10+178	8.6	8.6|8.6|8.6|13.6|2.4|2.5|2.5|2.5|1.4|1.4|1.4|1.4|8.1|1|1.2|1.4|1.9|1.9|1	6	48.27	48.27|48.27|48.27|36.27|15.08|15.08|15.08|15.08|7.8|7.8|7.8|7.8|7.8|7.28|7.28|7.28|7.28|7.28|7.28	191	191.1
301	Isoform 4 of Opioid-binding protein/cell adhesion molecule	3	1.05E+09	3	1.81E+09	2	6	39362.2	HUMAN	2	4	6	2.87E+09			0.00E+00		Q14982-4	Q14982-4|Q14982|Q14982-2|G5E8G3|Q14982-3|Q6DFY2	0+32+8+8+8+119+19+23+11+126	0+32+8+8+8+119+19+23+11+126|0+32+8+8+8+119+19+23+11+117|0+25+8+8+8+119+19+23+11+117|0+32+8+8+8+119+19+23+11+117|0+7+8+119+19+23+11+117|0+25+8+8+8+160+11+117	12.9	12.9|13.3|13.6|13.3|12.5|8	4	43.4	43.4|43.4|43.4|43.4|33.09|28.41	200	200.1
302	Seizure 6-like protein 2	3	4.53E+08	5	6.58E+08	2	8	99098.7	HUMAN	2	5	8	1.11E+09			0.00E+00		Q6UXD5	Q6UXD5|Q6UXD5-5|Q6UXD5-3|Q6UXD5-2|Q4V9Z5-2|Q4V9Z5|Q4V9Z5-3|Q6UXD5-4|Q6UXD5-6	0+263+9+105+9+1+7+197+6+189+10+114	0+263+9+105+9+1+7+197+6+189+10+114|0+219+9+105+9+1+7+197+6+189+10+127|0+193+9+105+9+1+7+197+6+189+10+127|0+193+9+105+9+1+7+197+6+189+10+114|0+263+9+105+9+1+7+197+6+189+10+127|0+263+9+105+9+1+7+197+6+189+10+114|0+203+9+105+9+1+7+197+6+189+10+127|0+193+9+105+9+1+7+197+6+53|0+263+9+1+7+197+6+189+10+127	4.5	4.5|4.6|4.8|4.8|4.4|4.5|4.7|5.3|3.9	5	41.16	41.16|41.16|41.16|41.16|41.16|41.16|41.16|32.82|30.6	206	206.1
303	14-3-3 protein gamma	1	1.29E+07	4	3.35E+08	2	5	28473.3	HUMAN	2	4	5	3.48E+08			0.00E+00		P61981	P61981|P61982|P62258|Q04917|P31946|P27348|P31946-2|P31947|P62258-2|P31947-2|P62259|P68510|Q9CQV8|P68254|P68254-2|Q9CQV8-2|O70456	0+28+22+102+10+55+10+20	0+28+22+102+10+55+10+20|0+28+22+102+10+55+10+20|0+42+8+165+10+30|0+42+8+167+10+19|0+43+8+163+10+22|0+41+8+163+10+23|0+41+8+163+10+22|0+41+8+165+10+24|0+20+8+165+10+30|0+41+8+133+10+24|0+42+8+165+10+30|0+42+8+167+10+19|0+43+8+163+10+22|0+41+8+163+10+23|0+41+8+163+10+21|0+41+8+163+10+22|0+41+8+165+10+24	17	17|17|7|7.3|7.3|7.3|7.3|7.2|7.7|8.3|7|7.3|7.3|7.3|7.4|7.3|7.2	4	36.11	36.11|36.11|15.74|15.74|15.74|15.74|15.74|15.74|15.74|15.74|15.74|15.74|15.74|15.74|15.74|15.74|15.74	219	219.1
304	14-3-3 protein zeta/delta	2	4.47E+07	3	2.14E+08	2	5	27915.8	HUMAN	2	3	5	2.58E+08			0.00E+00		P63104	P63104|P63101|P63104-2|B0AZS6|B7Z2E6	0+41+8+78+12+73+10+23	0+41+8+78+12+73+10+23|0+41+8+78+12+73+10+23|0+52+12+73+10+23|0+50+12+73+10+23|0+7+12+73+10+23	12.2	12.2|12.2|12.9|13|17.6	3	30.6	30.6|30.6|23.86|23.86|23.86	219	219.2
305	GDNF family receptor alpha-2	4	6.83E+07	2	2.11E+08	2	6	53311.4	HUMAN	2	4	6	2.79E+08			0.00E+00		O00451	O00451|O08842|O00451-3|O00451-2|O08842-2	0+42+14+84+17+110+9+64+9+115	0+42+14+84+17+110+9+64+9+115|0+42+14+84+17+110+9+64+9+115|0+35+17+110+9+64+9+115|0+134+9+64+9+115|0+134+9+64+9+115	10.5	10.5|10.5|9.7|5.4|5.4	4	34.01	34.01|34.01|26.06|15.92|15.92	227	227.1
306	Isoform M1 of Pyruvate kinase PKM	0	0.00E+00	3	9.42E+07	1	3	58574.6	HUMAN	2	3	3	9.42E+07			0.00E+00		P14618-2	P14618-2|P14618|H3BQ34|P52480-2|P52480|P14618-3	0+73+16+84+13+2+18+325	0+73+16+84+13+2+18+325|0+73+16+84+13+2+18+325|0+73+16+84+13+2+18+75|0+73+16+84+13+2+18+325|0+73+16+84+13+2+18+325|0+158+13+2+18+325	8.8	8.8|8.8|16.7|8.8|8.8|6	3	32.42	32.42|32.42|32.42|32.42|32.42|26.51	232	232.1
307	Brain-specific angiogenesis inhibitor 2	3	3.70E+08	3	3.69E+08	2	6	176361.4	HUMAN	2	3	6	7.39E+08			0.00E+00		O60241	O60241|O60241-2|O60241-3|A2A3C2|O60241-4|A2A3C6|A2A3C3|A2A3C1|H7BWZ2|Q8CGM1|Q8CGM1-3|H7BX74|Q8CGM1-2|H7BX92|B1ASC0	0+76+6+73+26+1404	0+76+6+73+26+1404|0+76+6+73+26+1403|0+64+6+73+26+1404|0+64+6+73+26+1385|0+76+6+73+26+1370|0+79+6+73+26+1316|0+64+6+73+26+1330|0+64+6+73+26+1297|0+64+6+76+26+1405|0+64+6+76+26+1389|0+64+6+76+26+1377|0+64+6+76+26+1372|0+64+6+76+26+1334|0+64+6+76+26+1317|0+64+6+76+26+1301	2	2|2|2|2|2|2.1|2.1|2.1|2|2|2|2|2.1|2.1|2.1	3	31.66	31.66|31.66|31.66|31.66|31.66|31.66|31.66|31.66|31.66|31.66|31.66|31.66|31.66|31.66|31.66	236	236.1
308	Follistatin-related protein 1	3	7.99E+07	1	3.35E+07	2	4	36126	HUMAN	2	3	4	1.13E+08			0.00E+00		Q12841	Q12841|Q62356|Q12841-2	0+29+11+49+10+113+8+88	0+29+11+49+10+113+8+88|0+27+11+49+10+113+8+88|0+54+10+113+8+88	9.4	9.4|9.4|6.5	3	29.94	29.94|29.94|20.23	241	241.1
309	"Fibulin 5, isoform CRA_a"	1	2.14E+08	3	2.43E+08	2	4	56635.3	HUMAN	2	3	4	4.56E+08			0.00E+00		G3XA98	G3XA98|G3V4U0|Q9UBX5|Q9WVH9	0+325+11+47+9+8+14+75	0+325+11+47+9+8+14+75|0+289+11+47+9+8+14+75|0+284+11+47+9+8+14+75|0+284+11+47+9+8+14+75	6.9	6.9|7.5|7.5|7.5	3	29.83	29.83|29.83|29.83|29.83	243	243.1
310	Gamma-enolase	0	0.00E+00	2	6.65E+07	1	2	47610	HUMAN	2	2	2	6.65E+07			0.00E+00		P09104	P09104|P09104-2|P17183	0+32+18+133+10+241	0+32+18+133+10+241|0+32+18+90+10+241|0+32+18+133+10+241	6.4	6.4|7.1|6.4	2	10.77	10.77|10.77|10.77	245	245.2
311	Phosphoglycerate kinase 1	1	2.43E+07	3	4.58E+07	2	4	45013.3	HUMAN	2	3	4	7.01E+07			0.00E+00		P00558	P00558|P00558-2|P09411|S4R2M7|P09041	0+123+10+66+17+63+18+120	0+123+10+66+17+63+18+120|0+95+10+66+17+63+18+120|0+123+10+66+17+63+18+120|0+123+10+66+17+39|0+123+10+284	10.7	10.7|11.5|10.7|10.5|2.3	3	28.6	28.6|28.6|28.6|16.03|4.99	246	246.1
312	Phosphoglycerate mutase 1	2	3.12E+07	2	4.26E+07	2	4	28917.5	HUMAN	2	3	4	7.38E+07			0.00E+00		P18669	P18669|Q9DBJ1|P15259|Q8N0Y7|O70250	0+10+11+141+14+64+11+3	0+10+11+141+14+64+11+3|0+10+11+141+14+64+11+3|0+162+14+64+11+2|0+162+14+78|0+240+11+2	14.1	14.1|14.1|9.8|5.5|4.3	3	28.17	28.17|28.17|19.23|13.49|5.74	250	250.1
313	Isoform 3 of Seizure protein 6 homolog	3	1.72E+08	3	1.10E+08	2	6	108937.4	HUMAN	2	4	6	2.82E+08			0.00E+00		Q53EL9-3	Q53EL9-3|Q53EL9|Q53EL9-2|Q7TSK2|Q7TSK2-2|Q7TSK2-3|Q53EL9-4|C9JFF1	0+461+13+49+15+229+21+205	0+461+13+49+15+229+21+205|0+461+13+49+15+229+21+206|0+336+13+49+15+229+21+206|0+458+13+49+15+229+21+206|0+458+13+49+15+229+21+192|0+458+13+49+15+70|0+461+13+34|0+461+13+34	4.9	4.9|4.9|5.6|4.9|5|4.6|2.5|2.5	4	25.86	25.86|25.86|25.86|25.86|25.86|16.6|7.72|7.72	262	262.1
314	Neural cell adhesion molecule 2	3	3.96E+07	3	2.26E+08	2	6	93843.3	HUMAN	2	4	6	2.66E+08			0.00E+00		O15394	O15394|O35136|O35136-2|O15394-2|H9KV31	0+77+15+26+9+330+15+110+25+230	0+77+15+26+9+330+15+110+25+230|0+77+15+26+9+330+15+110+25+230|0+77+15+26+9+330+15+110+25+120|0+102+15+26+9+272|0+315+15+110+25+230	7.6	7.6|7.6|8.8|5.6|5.7	4	25.6	25.6|25.6|25.6|15.14|10.46	263	263.1
315	Cocaine- and amphetamine-regulated transcript protein	2	3.67E+08	2	1.51E+08	2	4	13171.3	HUMAN	2	3	4	5.18E+08			0.00E+00		Q16568	Q16568|P56388|P56388-2	0+75+16+7+16+2	0+75+16+7+16+2|0+88+16+7+16+2|0+75+16+7+16+2	27.5	27.5|24.8|27.5	3	24.61	24.61|24.61|24.61	270	270.1
316	Thymosin beta-4	2	5.35E+07	3	3.27E+08	2	5	5052.6	HUMAN	2	2	5	3.80E+08			0.00E+00		P62328	P62328|P20065|P20065-2	0+20+19+5	0+20+19+5|0+26+19+5|0+20+19+5	43.1	43.1|38|43.1	2	24.6	24.6|24.6|24.6	271	271.1
317	78 kDa glucose-regulated protein	3	9.09E+07	3	4.89E+07	2	6	72445.7	HUMAN	2	3	5	9.06E+07			0.00E+00		P11021	P11021|P20029|P11142|P08107|E9PKE3|P08107-2|E9PNE6|P63017|Q504P4|P17066|P34931|P54652|P11142-2|P48741|P16627|P17879|Q61696|P17156|D3YW43	0+49+25+390+10+180	0+49+25+390+10+180|0+50+25+390+10+180|0+25+11+481+7+122|0+25+11+481+7+117|0+25+11+462+7+122|0+25+11+426+7+117|0+25+11+335+7+122|0+25+11+481+7+122|0+25+11+462+7+122|0+27+11+605|0+27+11+603|0+26+11+602|0+25+11+457|0+27+11+329|0+27+11+603|0+25+11+606|0+25+11+605|0+26+11+596|0+25+11+122	5.3	5.3|5.3|2.7|2.8|2.8|3|3.6|2.7|2.8|1.7|1.7|1.7|2.2|2.9|1.7|1.7|1.7|1.7|6.9	3	22.98	22.98|22.98|10.87|10.87|10.87|10.87|10.87|10.87|10.87|4.68|4.68|4.68|4.68|4.68|4.68|4.68|4.68|4.68|4.68	279	279.1
318	Testican-2	1	3.68E+07	2	9.00E+07	2	3	48204.6	HUMAN	2	2	3	1.27E+08			0.00E+00		Q92563	Q92563|Q9ER58|F5H283|F6SLR4	0+60+11+89+10+254	0+60+11+89+10+254|0+60+11+89+10+253|0+160+10+254|0+160+10+253	4.9	4.9|4.9|2.3|2.3	2	22.57	22.57|22.57|10.01|10.01	283	283.1
319	Receptor-type tyrosine-protein phosphatase delta	1	8.74E+08	2	1.59E+07	2	3	215783	HUMAN	2	3	3	8.90E+08			0.00E+00		P23468	P23468|P23468-2|Q64487|Q64487-6|Q64487-5|Q64487-8|Q64487-7|Q64487-10|Q64487-9|Q64487-11|Q64487-1|G3UY75|Q64487-3|P23468-6|P23468-5|F5GWY7|P23468-4|F5GWR7|P23468-7|B9EJA3|E9PVW8|G3UWK6|E9Q7I7|G3UX60|Q64487-12|G3UYU6|Q64487-2|Q5SPA9|P23468-3	0+862+14+203+9+50+11+763	0+862+14+203+9+50+11+763|0+840+14+203+9+50+11+763|0+862+14+203+9+50+11+763|0+859+14+203+9+50+11+763|0+858+14+203+9+50+11+763|0+856+14+203+9+50+11+763|0+855+14+203+9+50+11+763|0+853+14+203+9+50+11+763|0+852+14+203+9+50+11+763|0+849+14+203+9+50+11+763|0+843+14+203+9+50+11+763|0+840+14+203+9+50+11+763|0+645+14+203+9+50+11+763|0+668+9+50+11+768|0+668+9+50+11+767|0+665+9+50+11+767|0+658+9+50+11+777|0+658+9+50+11+777|0+665+9+50+11+767|0+675+9+50+11+763|0+668+9+50+11+768|0+668+9+50+11+767|0+658+9+50+11+777|0+665+9+50+11+767|0+668+9+50+11+763|0+662+9+50+11+763|0+460+9+50+11+763|0+421+9+50+11+763|0+609+11+763	1.7	1.7|1.7|1.7|1.7|1.7|1.7|1.7|1.7|1.7|1.7|1.7|1.7|2|1.3|1.3|1.3|1.3|1.3|1.3|1.3|1.3|1.3|1.3|1.3|1.3|1.3|1.5|1.5|0.7	3	21.78	21.78|21.78|21.78|21.78|21.78|21.78|21.78|21.78|21.78|21.78|21.78|21.78|21.78|16.47|16.47|16.47|16.47|16.47|16.47|16.47|16.47|16.47|16.47|16.47|16.47|16.47|16.47|16.47|7.53	286	286.1
320	Receptor-type tyrosine-protein phosphatase S	0	0.00E+00	2	2.65E+07	1	2	218292.6	HUMAN	2	2	2	2.65E+07			0.00E+00		Q13332	Q13332|Q13332-2|Q13332-4|Q13332-3|G8JL96|Q13332-6|Q13332-5|Q13332-7|B0V2N1|B0V2N1-2|B0V2N1-6|B0V2N1-3|B0V2N1-4	0+277+18+789+18+846	0+277+18+789+18+846|0+268+18+789+18+846|0+277+18+780+18+846|0+273+18+789+18+830|0+273+18+789+18+830|0+264+18+780+18+830|0+277+18+371+18+846|0+264+18+371+18+830|0+264+18+777+18+830|0+264+18+777+18+827|0+264+18+731+18+830|0+264+18+371+18+830|0+264+18+371+18+826	1.8	1.8|1.8|1.8|1.8|1.8|1.8|2.3|2.3|1.8|1.8|1.9|2.3|2.4	2	20.97	20.97|20.97|20.97|20.97|20.97|20.97|20.97|20.97|20.97|20.97|20.97|20.97|20.97	293	293.1
321	Latrophilin-1	0	0.00E+00	2	8.09E+06	1	2	164710.8	HUMAN	2	2	2	8.09E+06			0.00E+00		O94910	O94910|O94910-2|E9Q3V9|E9Q9Q9|H7BX15|Q80TR1|D6RI60	0+49+16+108+10+1291	0+49+16+108+10+1291|0+49+16+103+10+1291|0+49+16+108+10+1333|0+49+16+103+10+1333|0+49+16+108+10+1288|0+49+16+103+10+1288|0+49+16+76	1.7	1.7|1.7|1.7|1.7|1.7|1.7|11.3	2	20.61	20.61|20.61|20.61|20.61|20.61|20.61|9.49	294	294.1
322	"Isoform 2 of Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1"	1	3.63E+07	3	9.53E+07	2	4	85382.6	HUMAN	2	3	4	1.32E+08			0.00E+00		Q8WZA1-2	Q8WZA1-2|Q8WZA1|Q91X88|Q91X88-2|Q91X88-3|Q68CV6	0+97+10+120+14+57+19+431	0+97+10+120+14+57+19+431|0+97+10+120+14+57+19+343|0+97+10+120+14+57+19+343|0+75+10+120+14+57+19+343|0+97+10+158+19+343|0+97+10+93	5.7	5.7|6.5|6.5|6.7|4.6|5	3	20.57	20.57|20.57|20.57|20.57|12.56|4.98	295	295.1
